SMILES	M. avium	M. bovis	M. fortuitum	M. intracellulare	M. kansasii	M. phlei	M. smegmatis	M. tuberculosis	General	Caseum FU (%)	MRTD log(mg/kg/day)
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O	-4.833	-3.710	-4.148	-4.347	-3.761	-4.535	-4.359	-3.998	8.827	6.513	0.081
