SMILES	P08908	P08912	P21452	P21917	P24530	P30542	P30968	P34995	P35346	P35348	P35372	P41180	P46663	P47871	P48039	P50406	P51677	Q8TDS4	Q8TDU6	Q9HC97	Q9Y5N1	Q9Y5Y4	Q14416	Q99500	Q99705	Q99835	P29275	P0DMS8	P20309	P08173	Q14833	P28335	P47900	Q16602	Q9H228	Q96LB2
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	1.521	0.031	0.333	0.012	0.460	0.460	0.082	0.026	0.009	0.015	6.037	0.053	0.013	0.472	0.000	0.029	0.052	0.174	0.007	0.729	0.046	0.034	0.094	0.357	0.051	0.008	0.061	0.064	0.059	0.181	0.236	0.030	0.041	0.017	0.004	0.069	
